"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"VINNE",42,"edm","electro house",2019-01-18,3.04838333333333,0.748,0.827,-5.471,0.273,0.0709,0.777,123.931
"K.E.E.N.E.",29,"edm","electro house",2019-11-29,7.24373333333333,0.372,0.924,-7.53,0.0753,0.000716,0.132,186.149
"Jøase",29,"edm","electro house",2020-01-07,3.27188333333333,0.628,0.841,-6.743,0.0403,0.0651,0.0858,128.011
"Coast",27,"edm","electro house",2018-07-16,2.92683333333333,0.811,0.605,-7.977,0.0898,0.128,0.101,123.018
"Yose",24,"edm","electro house",2020-01-03,3.93405,0.839,0.603,-7.65,0.0486,0.0111,0.132,115.992
"CastNowski",34,"edm","electro house",2019-12-20,4.38095,0.748,0.921,-4.387,0.0408,0.00597,0.133,125.975
"Jay Hill",26,"edm","electro house",2019-12-27,6.8802,0.657,0.62,-13.489,0.0361,0.00266,0.646,124.012
"Fin & Stanley",27,"edm","electro house",2019-10-31,7.1496,0.853,0.826,-8.64,0.206,0.0048,0.0804,127.007
"DSN",33,"edm","electro house",2019-12-20,3.98823333333333,0.84,0.837,-5.614,0.12,0.00693,0.109,123.982
"Alex Herrera",15,"edm","electro house",2020-01-17,3.47106666666667,0.739,0.816,-8.053,0.0477,0.00274,0.0827,121.001
"MEDUZA",91,"edm","electro house",2019-10-11,2.80645,0.598,0.526,-8.659,0.0415,0.129,0.14,123.935
"SOSANDLOW",15,"edm","electro house",2020-01-10,5.949,0.803,0.801,-7.336,0.0467,0.000351,0.0834,124.003
"Bob Gordon",44,"edm","electro house",2019-11-18,4.11148333333333,0.8,0.832,-11.991,0.0514,2.51e-06,0.258,128.009
"Palm Vision",18,"edm","electro house",2019-04-23,3.68818333333333,0.571,0.808,-8.044,0.0369,0.175,0.176,125.002
"The Groove Project",28,"edm","electro house",2019-12-28,5.01695,0.65,0.838,-7.949,0.0335,0.0359,0.0639,118.016
"Matt Reynolds",17,"edm","electro house",2018-12-08,4.125,0.655,0.86,-5.307,0.0302,0.0415,0.241,128.018
"Faucon",33,"edm","electro house",2019-10-20,5.74193333333333,0.727,0.819,-6.017,0.0396,0.000583,0.0812,124.021
"13-Side",25,"edm","electro house",2019-12-20,5.38543333333333,0.814,0.958,-6.66,0.0786,0.00016,0.683,122.013
"K.E.E.N.E.",32,"edm","electro house",2019-12-06,6.85991666666667,0.808,0.503,-9.821,0.0712,0.0173,0.0595,124
"VINNE",43,"edm","electro house",2019-11-15,3.41798333333333,0.716,0.889,-3.986,0.0498,0.00535,0.154,125.996
"Lauren Mia",37,"edm","electro house",2019-09-02,7.60205,0.626,0.745,-10.98,0.039,0.237,0.165,125.009
"Fatesky",33,"edm","electro house",2019-11-29,3.93565,0.837,0.726,-4.913,0.103,0.00064,0.0685,124.013
"Karamar",29,"edm","electro house",2019-10-31,5.16128333333333,0.653,0.655,-11.687,0.326,0.28,0.255,123.93
"PRINSH",28,"edm","electro house",2019-09-06,5.80645,0.726,0.767,-4.367,0.0408,0.00049,0.313,124.007
"Cabela and Schmitt",28,"edm","electro house",2019-10-01,5.45,0.606,0.462,-11.064,0.0305,0.0267,0.116,119.994
"Audax",43,"edm","electro house",2019-03-22,3.2,0.686,0.8,-3.341,0.0317,0.00514,0.224,120.05
"Kramder",31,"edm","electro house",2019-11-15,3.648,0.623,0.929,-3.127,0.0946,0.00418,0.142,125.023
"Zerotonine",30,"edm","electro house",2019-11-01,5.49206666666667,0.684,0.85,-13.376,0.061,0.0012,0.968,125.999
"Claptone",65,"edm","electro house",2013-11-26,3.41653333333333,0.93,0.483,-9.925,0.0411,0.0289,0.103,120.022
"Dave Knud",27,"edm","electro house",2017-11-24,3.21538333333333,0.616,0.692,-6.116,0.0456,0.409,0.115,123.012
"Dave Knud",35,"edm","electro house",2019-06-05,4.67118333333333,0.826,0.715,-7.152,0.0994,0.00327,0.0722,123.987
"Avi Ness",24,"edm","electro house",2014-06-23,5.5642,0.705,0.462,-11.581,0.0495,0.00472,0.121,123.012
"Avinash Kalra",20,"edm","electro house",2019-05-29,4.025,0.613,0.658,-6.846,0.121,0.118,0.128,160.086
"Audax",40,"edm","electro house",2019-06-14,3.5,0.7,0.823,-5.269,0.0392,0.011,0.103,125.969
"The Janitor",30,"edm","electro house",2019-11-01,4.90576666666667,0.795,0.611,-16.401,0.0727,0.0118,0.091,130.045
"INVŌKER",27,"edm","electro house",2018-12-06,5.6,0.596,0.815,-8.089,0.0332,0.00424,0.098,119.991
"Angelov",51,"edm","electro house",2019-10-11,8.32013333333333,0.797,0.832,-10.4,0.0476,0.00576,0.101,123.001
"Sonny Fodera",41,"edm","electro house",2019-01-18,3.90316666666667,0.703,0.97,-5.666,0.0497,0.000429,0.05,125.003
"Moja xx",24,"edm","electro house",2019-06-17,5,0.578,0.788,-12.179,0.0359,0.032,0.0757,124.005
"Efrén Atienza",27,"edm","electro house",2019-08-21,5.86665,0.735,0.668,-10.563,0.198,0.0176,0.0662,179.988
"Rene Ablaze",39,"edm","electro house",2020-01-03,3.67655,0.45,0.951,-5.034,0.0881,0.00845,0.35,136.052
"Jonny Joel",27,"edm","electro house",2019-07-12,4.06503333333333,0.736,0.578,-10.417,0.0442,0.00309,0.0685,123.009
"Levyticus",30,"edm","electro house",2019-01-31,4.125,0.643,0.97,-5.614,0.0462,0.0136,0.0602,128.008
"Efrén Atienza",27,"edm","electro house",2019-06-30,5.5,0.701,0.719,-13.973,0.0402,0.0983,0.311,107.997
"Weltmusik",24,"edm","electro house",2019-12-16,6.61563333333333,0.641,0.584,-8.939,0.0641,0.0293,0.109,121.008
"Kramder",26,"edm","electro house",2019-05-31,5.67741666666667,0.765,0.987,-3.013,0.195,0.0426,0.233,123.994
"Hell Driver",34,"edm","electro house",2019-10-25,3.55975,0.602,0.959,-7.36,0.0493,0.0153,0.0934,127.995
"Roberto Capuano",0,"edm","electro house",2019-10-28,6.5733,0.852,0.593,-8.59,0.0386,8.28e-05,0.105,127.008
"Metodi Hristov",32,"edm","electro house",2019-10-25,6.95438333333333,0.749,0.838,-9.181,0.0479,0.0603,0.113,130.006
"Harry Doe",30,"edm","electro house",2019-11-01,3.96911666666667,0.7,0.882,-9.55,0.0529,0.0206,0.081,129.995
"Armin van Buuren",51,"edm","electro house",2019-10-25,3.11916666666667,0.466,0.869,-4.275,0.0529,0.0142,0.115,126.113
"David Guetta",68,"edm","electro house",2019-07-26,2.97785,0.535,0.906,-4.699,0.0353,0.0202,0.0886,126.012
"Mike Candys",59,"edm","electro house",2019-10-18,2.592,0.741,0.812,-5.356,0.039,0.00254,0.301,124.991
"Paul Kalkbrenner",65,"edm","electro house",2019-07-26,2.80911666666667,0.945,0.584,-7.649,0.044,0.0955,0.147,124.996
"Niall Horan",65,"edm","electro house",2019-11-07,3.59123333333333,0.719,0.747,-6.369,0.0448,0.0108,0.066,124.998
"Klaas",67,"edm","electro house",2018-11-02,2.848,0.665,0.787,-6.026,0.099,0.011,0.539,124.989
"Falling Decibyls",38,"edm","electro house",2019-12-27,3.48386666666667,0.813,0.885,-2.481,0.215,0.0015,0.0954,124.016
"SAINt JHN",88,"edm","electro house",2019-10-09,2.94733333333333,0.77,0.724,-5.484,0.0495,0.0167,0.353,121.974
"Bakermat",54,"edm","electro house",2019-07-26,3.01405,0.564,0.723,-6.983,0.0702,0.000741,0.543,121.97
"Sevenn",47,"edm","electro house",2019-06-14,2.976,0.759,0.987,-2.516,0.0928,0.0754,0.268,124.992
"Regard",69,"edm","electro house",2019-11-01,3.04,0.689,0.946,-3.814,0.0397,0.00658,0.262,125.037
"Jerome",77,"edm","electro house",2019-05-10,3.0986,0.36,0.89,-5.645,0.0383,0.0171,0.146,106.554
"Mike Candys",58,"edm","electro house",2019-11-29,2.736,0.722,0.922,-4.243,0.124,0.161,0.438,125.07
"TELYKast",53,"edm","electro house",2019-12-09,2.58046666666667,0.732,0.647,-5.571,0.03,0.00705,0.335,125.014
"MEDUZA",77,"edm","electro house",2019-06-07,2.7742,0.797,0.86,-4.38,0.0413,0.0312,0.334,124.033
"Riton",86,"edm","electro house",2019-09-13,3.47456666666667,0.737,0.828,-4.711,0.0396,0.0149,0.0862,124.052
"Timmy Trumpet",69,"edm","electro house",2019-10-31,2.51255,0.504,0.896,-6.249,0.044,0.00183,0.134,149.936
"Olympis",67,"edm","electro house",2019-11-01,2.31746666666667,0.735,0.5,-11.297,0.0511,0.415,0.13,126.1
"Kush Kush",65,"edm","electro house",2019-09-13,2.5,0.735,0.915,-5.082,0.0475,0.0456,0.238,124.007
"David Guetta",62,"edm","electro house",2019-08-30,3.3871,0.44,0.867,-4.402,0.061,0.552,0.115,123.43
"ilasan",33,"edm","electro house",2020-01-10,3.77465,0.522,0.963,-3.061,0.241,0.0235,0.0964,90.147
"Alok",61,"edm","electro house",2019-06-28,2.65833333333333,0.682,0.91,-2.314,0.0431,0.00953,0.0732,122.943
"Laurent Wolf",40,"edm","electro house",2019-11-08,4.13941666666667,0.584,0.928,-6.308,0.032,0.0261,0.161,130.01
"Lucho",40,"edm","electro house",2019-12-16,2.71666666666667,0.708,0.588,-6.46,0.0933,0.206,0.106,120.017
"Lucas & Steve",51,"edm","electro house",2019-08-16,3.11548333333333,0.591,0.959,-5.644,0.215,0.00583,0.428,127.99
"MATTN",58,"edm","electro house",2019-05-10,2.64063333333333,0.576,0.977,-3.106,0.0392,0.000452,0.163,128.054
"VIZE",50,"edm","electro house",2019-05-17,2.75781666666667,0.616,0.848,-2.934,0.113,0.028,0.158,127.89
"Mike Williams",67,"edm","electro house",2019-08-30,2.90625,0.619,0.881,-4.087,0.0335,0.00826,0.0995,128.036
"Desaparecidos",44,"edm","electro house",2019-06-21,4.51045,0.733,0.962,-2.705,0.194,0.00288,0.0397,127.998
"Naeleck",24,"edm","electro house",2014-12-22,4.6875,0.639,0.717,-5.479,0.18,0.00136,0.523,128.012
"Steff da Campo",56,"edm","electro house",2019-07-15,2.79373333333333,0.64,0.946,-2.649,0.0879,0.336,0.0754,126.047
"Mike Candys",60,"edm","electro house",2019-09-13,2.35715,0.873,0.924,-2.316,0.0675,0.00515,0.0997,125.989
"Major Lazer",84,"edm","electro house",2019-09-11,2.8333,0.795,0.885,-4.13,0.0713,0.0375,0.292,126.037
"Tom Noize",23,"edm","electro house",2018-12-22,3.739,0.67,0.801,-4.67,0.0346,0.00125,0.238,123.007
"Love Harder",70,"edm","electro house",2019-07-26,3.20493333333333,0.916,0.411,-7.523,0.0657,0.159,0.0989,125.996
"Chris Burke",37,"edm","electro house",2019-08-16,4.5354,0.616,0.695,-7.894,0.0397,0.121,0.0311,128.008
"Avicii",70,"edm","electro house",2019-08-23,3.5873,0.572,0.934,-5.053,0.0446,0.00292,0.105,125.948
"Faul & Wad Ad",10,"edm","electro house",2019-08-30,2.63836666666667,0.671,0.886,-5.959,0.029,0.0217,0.318,125.008
"Stream",50,"edm","electro house",2019-10-25,3.0933,0.561,0.913,-5.362,0.0318,0.00987,0.179,124.99
"Max M",45,"edm","electro house",2019-12-03,3.26983333333333,0.691,0.628,-9.567,0.0661,0.0419,0.136,126.047
"Yves V",69,"edm","electro house",2019-06-28,3.55,0.639,0.865,-5.01,0.0357,0.00462,0.208,124.01
"Sam Feldt",72,"edm","electro house",2019-09-12,2.58065,0.687,0.887,-4.97,0.0564,0.00438,0.172,124.017
"DJ Snake",63,"edm","electro house",2019-08-09,4.66333333333333,0.752,0.84,-4.451,0.0373,0.00486,0.0916,124.002
"Max M",47,"edm","electro house",2019-12-03,3.27451666666667,0.738,0.54,-9.142,0.0515,0.0976,0.083,102.01
"Sandeville",54,"edm","electro house",2019-06-28,3,0.504,0.74,-6.13,0.0806,0.0726,0.137,123.753
"Chico Rose",75,"edm","electro house",2019-08-30,2.688,0.717,0.716,-5.485,0.0432,0.0421,0.0699,125.064
"Jonas Blue",67,"edm","electro house",2019-07-19,3.07636666666667,0.825,0.841,-6.433,0.135,0.0906,0.258,126.026
"LUM!X",71,"edm","electro house",2019-08-16,2.76578333333333,0.475,0.815,-6.068,0.124,0.133,0.11,126.164
"Sage Charmaine",21,"edm","electro house",2019-12-13,3.43615,0.664,0.475,-9.539,0.033,0.16,0.0871,123.011
"Tujamo",62,"edm","electro house",2019-02-22,3.11111666666667,0.709,0.814,-4.148,0.0466,0.106,0.267,126.027
"NERVO",64,"edm","electro house",2019-11-01,3.16463333333333,0.685,0.807,-5.095,0.0459,0.00231,0.0678,137.976
"Dayvi",83,"edm","electro house",2018-12-28,3.16363333333333,0.745,0.972,-3.506,0.0774,0.00903,0.297,128.031
"KSHMR",66,"edm","electro house",2019-08-05,3.30888333333333,0.603,0.921,-3.693,0.391,0.018,0.183,120.201
"Martin Garrix",83,"edm","electro house",2019-10-31,3.94608333333333,0.651,0.693,-4.722,0.0375,0.458,0.335,118.97
"Electrohol",28,"edm","electro house",2019-12-31,3.52,0.619,0.737,-4.333,0.0435,0.00852,0.46,124.941
"Rammor",41,"edm","electro house",2020-01-10,2.96666666666667,0.498,0.549,-10.394,0.0359,0.00901,0.735,115.026
"Nell Widmer",25,"edm","electro house",2019-12-06,3.46458333333333,0.856,0.625,-7.421,0.0726,0.0167,0.114,119.97
"Zuso",29,"edm","electro house",2019-07-21,4.35505,0.467,0.559,-9.345,0.0792,0.37,0.0934,179.999
"VIVID",39,"edm","electro house",2019-12-20,2.95436666666667,0.586,0.899,-3.663,0.0517,0.000498,0.117,125.976
"The Second I",30,"edm","electro house",2019-12-02,8.00335,0.694,0.667,-3.783,0.0581,0.00306,0.0969,125.016
"C'SAR",16,"edm","electro house",2020-01-10,3.15275,0.902,0.697,-7.501,0.0838,0.141,0.313,122.026
"Mynox",25,"edm","electro house",2019-12-27,6.68851666666667,0.794,0.681,-8.14,0.0464,0.031,0.327,122.998
"Dusty Buddha Child",5,"edm","electro house",2014-08-11,6.44918333333333,0.878,0.792,-5.099,0.0518,0.204,0.106,120.007
"Luis DH",32,"edm","electro house",2019-11-22,2.05385,0.635,0.743,-6.138,0.0444,0.00813,0.117,95.082
"Seven Lights",32,"edm","electro house",2018-08-24,4.53081666666667,0.665,0.634,-5.484,0.029,0.0149,0.104,125.055
"Kev.",21,"edm","electro house",2018-09-21,3.625,0.599,0.757,-6.379,0.0566,0.34,0.15,104.978
"Roberto Marín Muñoz",24,"edm","electro house",2020-01-03,4,0.628,0.833,-7.482,0.0363,0.0128,0.0539,128.036
"Scriss",24,"edm","electro house",2019-12-20,3.53426666666667,0.615,0.726,-7.128,0.0321,0.456,0.104,123.998
"Kev.",32,"edm","electro house",2019-04-26,3.05683333333333,0.531,0.723,-10.519,0.0916,0.336,0.339,144.976
"Digital Chorus",31,"edm","electro house",2019-11-29,3.6923,0.825,0.862,-8.267,0.0415,0.458,0.154,130.008
"DIA",28,"edm","electro house",2019-12-09,3.55216666666667,0.74,0.929,-6.123,0.0473,0.00726,0.0931,125.006
"Acidic Base",39,"edm","electro house",2019-12-16,3.83956666666667,0.425,0.88,-4.931,0.0459,0.00579,0.0828,179.658
"KINGDØMS",41,"edm","electro house",2020-01-20,3.95043333333333,0.708,0.662,-7.492,0.0791,0.0194,0.0882,115.999
"Roberto Marín Muñoz",40,"edm","electro house",2019-12-13,3.51145,0.506,0.735,-4.827,0.143,0.23,0.231,131.333
"En-Ten",30,"edm","electro house",2019-11-10,4.21666666666667,0.81,0.826,-6.18,0.0519,0.0211,0.0682,119.998
"Luke Helmond",42,"edm","electro house",2019-12-13,3.91111666666667,0.428,0.621,-5.675,0.0339,0.014,0.0906,90.025
"Creendo",33,"edm","electro house",2019-08-09,4.02325,0.482,0.463,-16.122,0.0422,0.814,0.112,171.977
"Roberto Marín Muñoz",36,"edm","electro house",2019-11-22,3.09785,0.613,0.81,-4.553,0.03,4.1e-05,0.335,120.045
"Curtis Lowe",41,"edm","electro house",2019-07-25,4.17933333333333,0.699,0.71,-6.126,0.035,0.000529,0.0989,119.944
"Solarrio",43,"edm","electro house",2019-11-20,3.14265,0.678,0.609,-7.142,0.0318,0.071,0.144,98.026
"Rex Stax",22,"edm","electro house",2018-05-25,2.39843333333333,0.766,0.64,-12.512,0.0607,0.000404,0.0775,127.97
"Wolfgang Lohr",42,"edm","electro house",2020-01-10,3.17355,0.733,0.837,-6.593,0.125,0.248,0.359,121.093
"Madam Misfit",23,"edm","electro house",2020-01-17,3.10913333333333,0.806,0.743,-6.007,0.172,0.0146,0.293,123.95
"Klischée",36,"edm","electro house",2019-09-13,3.57546666666667,0.867,0.823,-6.428,0.17,0.185,0.128,115.019
"The Swinghoppers",44,"edm","electro house",2020-01-03,3.08333333333333,0.75,0.95,-5.059,0.167,0.137,0.426,119.962
"Pisk",30,"edm","electro house",2019-11-29,3.70731666666667,0.88,0.915,-5.993,0.12,0.205,0.13,123.03
"Glenn Gatsby",41,"edm","electro house",2019-12-27,3.02438333333333,0.805,0.958,-5.913,0.0505,0.11,0.236,123.026
"Riff Kitten",35,"edm","electro house",2019-12-06,3.4,0.876,0.915,-6.062,0.0395,0.92,0.0914,130.005
"!deladap",38,"edm","electro house",2019-11-22,2.875,0.666,0.842,-6.513,0.0878,0.0775,0.0884,119.966
"Emma Clair",34,"edm","electro house",2019-12-20,3.63,0.952,0.917,-4.973,0.133,0.00449,0.0922,127.968
"Tape Five",42,"edm","electro house",2019-10-25,3.19981666666667,0.713,0.858,-5.075,0.0325,0.0411,0.855,134.03
"Maskarade",49,"edm","electro house",2018-11-23,2.6371,0.888,0.904,-4.709,0.157,0.249,0.105,124.006
"Phos Toni",37,"edm","electro house",2019-12-17,3.16905,0.834,0.731,-4.439,0.266,0.115,0.368,121.93
"Wolfgang Lohr",40,"edm","electro house",2019-12-13,3.23621666666667,0.894,0.797,-7.904,0.0449,0.0495,0.06,127.027
"Minimatic",24,"edm","electro house",2019-11-14,4.18421666666667,0.716,0.691,-7.525,0.108,0.228,0.652,180.035
"Parov Stelar",42,"edm","electro house",2019-07-12,3.09805,0.889,0.841,-3.652,0.244,0.424,0.286,119.961
"Kumiho",33,"edm","electro house",2019-10-17,3.78426666666667,0.874,0.72,-3.682,0.0491,0.0245,0.131,123.997
"Varrick Frost",32,"edm","electro house",2019-12-13,3.0497,0.972,0.825,-6.382,0.259,0.446,0.0633,115.957
"Glenn Gatsby",38,"edm","electro house",2019-11-22,2.976,0.855,0.926,-3.864,0.0477,0.198,0.139,124.991
"Jamie Berry",17,"edm","electro house",2019-08-16,3.89798333333333,0.739,0.882,-7.448,0.194,0.013,0.599,124.119
"Emma Clair",32,"edm","electro house",2019-11-08,3.65153333333333,0.88,0.806,-6.589,0.0727,0.0338,0.0683,124.988
"Caravan Palace",31,"edm","electro house",2015-10-16,3.45488333333333,0.83,0.958,-4.734,0.22,0.199,0.112,120.014
"Wolfgang Lohr",39,"edm","electro house",2019-10-18,3.16128333333333,0.722,0.843,-7.107,0.0728,0.0438,0.346,123.888
"Jive Me",23,"edm","electro house",2019-04-26,3.32955,0.834,0.787,-7.273,0.261,0.667,0.113,128.014
"Phos Toni",33,"edm","electro house",2019-09-20,2.79131666666667,0.871,0.716,-5.941,0.174,0.142,0.411,121.011
"Taco",23,"edm","electro house",2019-05-03,2.69056666666667,0.733,0.903,-4.955,0.0523,0.0375,0.0807,122.035
"Phos Toni",25,"edm","electro house",2019-08-02,3.53305,0.808,0.657,-6.365,0.0453,0.0257,0.32,120.966
"The Swing Bot",49,"edm","electro house",2019-07-05,5.525,0.86,0.615,-7.036,0.249,0.316,0.0701,121.986
"Free Shots",35,"edm","electro house",2019-09-13,3.38525,0.827,0.885,-4.986,0.178,0.153,0.122,122.015
"11 Acorn Lane",30,"edm","electro house",2019-06-20,2.96755,0.649,0.939,-3.195,0.243,0.156,0.872,127.933
"Kitten & The Hip",21,"edm","electro house",2019-04-12,3.53398333333333,0.52,0.907,-4.734,0.175,0.18,0.367,206.059
"The Electric Swing Circus",29,"edm","electro house",2019-06-12,3.38911666666667,0.694,0.859,-6.259,0.0654,0.00733,0.352,144.003
"Annella",44,"edm","electro house",2019-03-25,3.25771666666667,0.688,0.913,-3.726,0.0434,0.0223,0.27,128.006
"Tune In Crew",35,"edm","electro house",2019-08-09,3.32743333333333,0.857,0.579,-6.005,0.0588,0.413,0.314,112.994
"DJ ZsuZsu",27,"edm","electro house",2018-08-24,3.38085,0.981,0.794,-7.34,0.196,0.125,0.12,124.96
"Balduin",21,"edm","electro house",2019-07-26,2.77841666666667,0.924,0.8,-4.311,0.0578,0.11,0.0879,127.993
"Free Shots",26,"edm","electro house",2019-05-14,3.15323333333333,0.79,0.912,-4.66,0.0762,0.103,0.146,124.095
"!deladap",20,"edm","electro house",2019-03-29,3.43675,0.695,0.875,-4.112,0.107,0.111,0.23,104.058
"Parov Stelar",59,"edm","electro house",2012-04-20,2.77688333333333,0.793,0.578,-8.747,0.0428,0.223,0.293,125.021
"Balduin",37,"edm","electro house",2016-05-20,3.2,0.893,0.748,-5.596,0.051,0.311,0.37,118.042
"Phos Toni",36,"edm","electro house",2017-02-21,4.17945,0.939,0.72,-7.119,0.0869,0.00188,0.0412,123.992
"DJ Mibor",20,"edm","electro house",2019-05-24,5.87098333333333,0.874,0.647,-6.99,0.0964,0.00118,0.602,124.026
"Caravan Palace",48,"edm","electro house",2017-05-26,3.16595,0.832,0.948,-3.979,0.0502,0.192,0.0806,121.973
"Jamie Berry",54,"edm","electro house",2012-11-01,5.73333333333333,0.801,0.597,-6.983,0.0559,0.0746,0.0856,120.012
"Swingrowers",42,"edm","electro house",2014-06-24,3.82646666666667,0.795,0.767,-6.696,0.0692,0.00678,0.322,125.012
"Biboulakis",40,"edm","electro house",2014-02-17,3.50778333333333,0.964,0.522,-5.382,0.136,0.0249,0.0429,126.024
"Alex Larke",29,"edm","electro house",2017-06-22,3.05085,0.767,0.879,-4.557,0.0772,0.321,0.0878,118.013
"Glenn Gatsby",28,"edm","electro house",2019-04-12,3.16393333333333,0.766,0.982,-4.285,0.0986,0.0419,0.343,122.023
"The Swing Bot",43,"edm","electro house",2019-05-17,3.46523333333333,0.813,0.727,-6.913,0.164,0.229,0.113,110.985
"Jesse Rose",44,"edm","electro house",2012-07-08,5.14445,0.939,0.692,-8.802,0.285,0.00451,0.111,126.06
"Right Said Fred",31,"edm","electro house",2018-03-16,2.97478333333333,0.717,0.818,-4.549,0.0483,0.231,0.239,119.048
"Dirty Honkers",44,"edm","electro house",NA,3.87135,0.666,0.918,-5.891,0.0978,0.0281,0.1,122.99
"Caravan Palace",51,"edm","electro house",2008-10-20,3.76163333333333,0.742,0.935,-5.792,0.373,0.00734,0.125,125.034
"Klischée",45,"edm","electro house",2018-08-03,2.9055,0.882,0.81,-7.266,0.219,0.395,0.336,127.974
"Teminite",44,"edm","electro house",2019-03-01,3.47063333333333,0.742,0.858,-4.515,0.0555,0.01,0.0729,104.995
"Caro Emerald",38,"edm","electro house",2018-02-08,3.32848333333333,0.877,0.776,-4.801,0.0356,0.162,0.609,124.011
"Kormac",48,"edm","electro house",2010-04-26,3.85858333333333,0.888,0.753,-6.968,0.161,5.49e-05,0.0465,125.001
"11 Acorn Lane",22,"edm","electro house",2014-10-14,3.04725,0.842,0.871,-5.143,0.0441,0.0587,0.0849,119.97
"Phos Toni",26,"edm","electro house",2017-04-04,3.68628333333333,0.824,0.701,-7.591,0.047,0.0436,0.327,123.051
"Swingrowers",30,"edm","electro house",2014-08-14,3.47568333333333,0.705,0.885,-4.085,0.0791,0.167,0.896,97.999
"Parov Stelar",46,"edm","electro house",2019-03-01,3.5818,0.869,0.745,-4.092,0.0387,0.0944,0.0684,124.009
"Caravan Palace",33,"edm","electro house",2019-02-08,3.60373333333333,0.708,0.881,-5.411,0.0655,0.607,0.12,99.988
"11 Acorn Lane",42,"edm","electro house",2019-03-20,3.32535,0.706,0.842,-5.479,0.0501,0.126,0.248,128.001
"The Swing Bot",31,"edm","electro house",2019-03-15,4.68123333333333,0.868,0.681,-9.205,0.0619,0.0387,0.0893,123.995
"Bart & Baker",20,"edm","electro house",2014-09-22,2.98413333333333,0.834,0.699,-11.855,0.0757,0.0311,0.0587,126.01
"Balduin",25,"edm","electro house",2019-02-22,3.31825,0.855,0.728,-7.569,0.0423,0.354,0.15,118.002
